# Time, DeltaP, DeltaP_err
567.74, -751.821, 0.0719279
568.74, -751.891, 0.0719279
569.74, -751.821, 0.0719279
570.74, -751.801, 0.0719279
571.74, -751.801, 0.0719279
572.74, -751.841, 0.0719279
573.74, -751.851, 0.0719279
574.74, -751.801, 0.0719279
575.74, -751.841, 0.0719279
576.74, -751.841, 0.0719279
576.74, -751.821, 0.0719279
577.74, -751.841, 0.0719279
578.74, -751.831, 0.0719279
579.74, -751.851, 0.0719279
580.74, -751.851, 0.0719279
581.74, -751.831, 0.0719279
582.74, -751.811, 0.0719279
583.74, -751.811, 0.0719279
584.74, -751.831, 0.0719279
585.74, -751.851, 0.0719279
586.74, -751.851, 0.0719279
587.74, -751.851, 0.0719279
588.74, -751.871, 0.0719279
589.74, -751.901, 0.0719279
590.74, -751.881, 0.0719279
591.74, -751.881, 0.0719279
592.74, -751.831, 0.0719279
593.74, -751.791, 0.0719279
594.74, -751.811, 0.0719279
595.74, -751.861, 0.0719279
596.74, -751.811, 0.0719279
597.74, -751.881, 0.0719279
598.74, -751.841, 0.0719279
599.74, -751.791, 0.0719279
600.74, -751.791, 0.0719279
601.74, -751.841, 0.0719279
602.74, -751.841, 0.0719279
603.74, -751.861, 0.0719279
604.74, -751.861, 0.0719279
605.74, -751.821, 0.0719279
606.74, -751.821, 0.0719279
607.74, -751.821, 0.0719279
608.74, -751.791, 0.0719279
609.74, -751.861, 0.0719279
610.74, -751.801, 0.0719279
611.74, -751.801, 0.0719279
612.74, -751.911, 0.0719279
613.74, -751.871, 0.0719279
613.74, -751.911, 0.0719279
614.74, -751.821, 0.0719279
615.74, -751.851, 0.0719279
616.74, -751.851, 0.0719279
617.74, -751.891, 0.0719279
618.74, -751.871, 0.0719279
619.74, -751.831, 0.0719279
620.74, -751.831, 0.0719279
621.74, -751.851, 0.0719279
622.74, -751.941, 0.0719279
623.74, -751.831, 0.0719279
624.74, -751.851, 0.0719279
625.74, -751.881, 0.0719279
626.74, -751.811, 0.0719279
627.74, -751.851, 0.0719279
628.74, -751.791, 0.0719279
629.74, -751.851, 0.0719279
630.74, -751.851, 0.0719279
631.74, -751.851, 0.0719279
632.74, -751.881, 0.0719279
