SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
674843615,00089M13:06:56.893,0089 13:00:29,751.76,,1
674843616,00089M13:06:57.866,0089 13:00:30,751.76,,1
674843617,00089M13:06:58.839,0089 13:00:31,751.74,,1
674843618,00089M13:06:59.812,0089 13:00:32,751.76,,1
674843619,00089M13:07:00.786,0089 13:00:33,751.76,,1
674843620,00089M13:07:01.759,0089 13:00:34,751.75,,1
674843621,00089M13:07:02.732,0089 13:00:35,751.71,,1
674843622,00089M13:07:03.705,0089 13:00:36,751.64,,1
674843623,00089M13:07:04.679,0089 13:00:37,751.74,,1
674843624,00089M13:07:05.652,0089 13:00:38,751.74,,1
674843625,00089M13:07:06.625,0089 13:00:39,751.70,,1
674843626,00089M13:07:07.598,0089 13:00:40,751.71,,1
674843627,00089M13:07:08.572,0089 13:00:41,751.76,,1
674843628,00089M13:07:09.545,0089 13:00:42,751.69,,1
674843629,00089M13:07:10.518,0089 13:00:43,751.71,,1
674843630,00089M13:07:11.491,0089 13:00:44,751.70,,1
674843631,00089M13:07:12.465,0089 13:00:45,751.70,,1
674843632,00089M13:07:13.438,0089 13:00:46,751.70,,1
674843633,00089M13:07:14.411,0089 13:00:46,751.72,,1
674843634,00089M13:07:15.384,0089 13:00:47,751.74,,1
674843635,00089M13:07:16.358,0089 13:00:48,751.76,,1
674843636,00089M13:07:17.331,0089 13:00:49,751.76,,1
674843637,00089M13:07:18.304,0089 13:00:50,751.78,,1
674843638,00089M13:07:19.278,0089 13:00:51,751.75,,1
674843639,00089M13:07:20.251,0089 13:00:52,751.73,,1
674843640,00089M13:07:21.224,0089 13:00:53,751.71,,1
674843641,00089M13:07:22.197,0089 13:00:54,751.68,,1
674843642,00089M13:07:23.171,0089 13:00:55,751.68,,1
674843643,00089M13:07:24.144,0089 13:00:56,751.67,,1
674843644,00089M13:07:25.117,0089 13:00:57,751.74,,1
674843645,00089M13:07:26.090,0089 13:00:58,751.76,,1
674843646,00089M13:07:27.064,0089 13:00:59,751.71,,1
674843647,00089M13:07:28.037,0089 13:01:00,751.75,,1
674843648,00089M13:07:29.010,0089 13:01:01,751.73,,1
674843649,00089M13:07:29.983,0089 13:01:02,751.70,,1
674843650,00089M13:07:30.957,0089 13:01:03,751.68,,1
674843651,00089M13:07:31.930,0089 13:01:04,751.70,,1
674843652,00089M13:07:32.903,0089 13:01:05,751.72,,1
674843653,00089M13:07:33.876,0089 13:01:06,751.65,,1
674843654,00089M13:07:34.850,0089 13:01:07,751.65,,1
674843655,00089M13:07:35.823,0089 13:01:08,751.71,,1
674843656,00089M13:07:36.796,0089 13:01:09,751.75,,1
674843657,00089M13:07:37.769,0089 13:01:10,751.71,,1
674843658,00089M13:07:38.743,0089 13:01:11,751.70,,1
674843659,00089M13:07:39.716,0089 13:01:12,751.73,,1
674843660,00089M13:07:40.689,0089 13:01:13,751.72,,1
674843661,00089M13:07:41.662,0089 13:01:14,751.65,,1
674843662,00089M13:07:42.636,0089 13:01:15,751.70,,1
674843663,00089M13:07:43.609,0089 13:01:16,751.74,,1
674843664,00089M13:07:44.582,0089 13:01:17,751.71,,1
674843665,00089M13:07:45.555,0089 13:01:18,751.71,,1
674843666,00089M13:07:46.529,0089 13:01:19,751.73,,1
674843667,00089M13:07:47.502,0089 13:01:20,751.73,,1
674843668,00089M13:07:48.475,0089 13:01:21,751.66,,1
674843669,00089M13:07:49.448,0089 13:01:22,751.66,,1
674843670,00089M13:07:50.422,0089 13:01:23,751.65,,1
674843671,00089M13:07:51.395,0089 13:01:23,751.65,,1
674843672,00089M13:07:52.368,0089 13:01:24,751.67,,1
674843673,00089M13:07:53.341,0089 13:01:25,751.67,,1
674843674,00089M13:07:54.315,0089 13:01:26,751.74,,1
674843675,00089M13:07:55.288,0089 13:01:27,751.75,,1
674843676,00089M13:07:56.261,0089 13:01:28,751.79,,1
674843677,00089M13:07:57.234,0089 13:01:29,751.77,,1
674843678,00089M13:07:58.208,0089 13:01:30,751.72,,1
674843679,00089M13:07:59.181,0089 13:01:31,751.81,,1
674843680,00089M13:08:00.154,0089 13:01:32,751.74,,1
674843681,00089M13:08:01.127,0089 13:01:33,751.76,,1
674843682,00089M13:08:02.101,0089 13:01:34,751.67,,1
674843683,00089M13:08:03.074,0089 13:01:35,751.77,,1
674843684,00089M13:08:04.047,0089 13:01:36,751.71,,1
674843685,00089M13:08:05.020,0089 13:01:37,751.75,,1
674843686,00089M13:08:05.994,0089 13:01:38,751.74,,1
674843687,00089M13:08:06.967,0089 13:01:39,751.68,,1
674843688,00089M13:08:07.940,0089 13:01:40,751.63,,1
674843689,00089M13:08:08.913,0089 13:01:41,751.65,,1
674843690,00089M13:08:09.887,0089 13:01:42,751.72,,1
674843691,00089M13:08:10.860,0089 13:01:43,751.64,,1
674843692,00089M13:08:11.833,0089 13:01:44,751.71,,1
674843693,00089M13:08:12.806,0089 13:01:45,751.66,,1
674843694,00089M13:08:13.780,0089 13:01:46,751.66,,1
674843695,00089M13:08:14.753,0089 13:01:47,751.68,,1
674843696,00089M13:08:15.726,0089 13:01:48,751.68,,1
674843697,00089M13:08:16.699,0089 13:01:49,751.68,,1
674843698,00089M13:08:17.673,0089 13:01:50,751.71,,1
674843699,00089M13:08:18.646,0089 13:01:51,751.69,,1
674843700,00089M13:08:19.619,0089 13:01:52,751.65,,1
674843701,00089M13:08:20.592,0089 13:01:53,751.69,,1
674843702,00089M13:08:21.566,0089 13:01:54,751.66,,1
674843703,00089M13:08:22.539,0089 13:01:55,751.68,,1
674843704,00089M13:08:23.512,0089 13:01:56,751.72,,1
674843705,00089M13:08:24.485,0089 13:01:57,751.72,,1
674843706,00089M13:08:25.459,0089 13:01:58,751.72,,1
674843707,00089M13:08:26.432,0089 13:01:59,751.70,,1
674843708,00089M13:08:27.405,0089 13:02:00,751.75,,1
674843709,00089M13:08:28.378,0089 13:02:00,751.67,,1
674843710,00089M13:08:29.352,0089 13:02:01,751.73,,1
674843711,00089M13:08:30.325,0089 13:02:02,751.64,,1
674843712,00089M13:08:31.298,0089 13:02:03,751.69,,1
674843713,00089M13:08:32.271,0089 13:02:04,751.70,,1
674843714,00089M13:08:33.245,0089 13:02:05,751.70,,1
674843715,00089M13:08:34.218,0089 13:02:06,751.72,,1
674843716,00089M13:08:35.191,0089 13:02:07,751.74,,1
674843717,00089M13:08:36.164,0089 13:02:08,751.71,,1
674843718,00089M13:08:37.138,0089 13:02:09,751.75,,1
674843719,00089M13:08:38.111,0089 13:02:10,751.69,,1
674843720,00089M13:08:39.084,0089 13:02:11,751.78,,1
674843721,00089M13:08:40.057,0089 13:02:12,751.71,,1
674843722,00089M13:08:41.031,0089 13:02:13,751.77,,1
674843723,00089M13:08:42.004,0089 13:02:14,751.70,,1
674843724,00089M13:08:42.977,0089 13:02:15,751.74,,1
674843725,00089M13:08:43.950,0089 13:02:16,751.65,,1
674843726,00089M13:08:44.924,0089 13:02:17,751.67,,1
674843727,00089M13:08:45.897,0089 13:02:18,751.71,,1
674843728,00089M13:08:46.870,0089 13:02:19,751.69,,1
674843729,00089M13:08:47.843,0089 13:02:20,751.73,,1
674843730,00089M13:08:48.817,0089 13:02:21,751.73,,1
674843731,00089M13:08:49.790,0089 13:02:22,751.72,,1
674843732,00089M13:08:50.763,0089 13:02:23,751.75,,1
674843733,00089M13:08:51.736,0089 13:02:24,751.75,,1
674843734,00089M13:08:52.710,0089 13:02:25,751.72,,1
674843735,00089M13:08:53.683,0089 13:02:26,751.72,,1
674843736,00089M13:08:54.656,0089 13:02:27,751.71,,1
674843737,00089M13:08:55.629,0089 13:02:28,751.71,,1
674843738,00089M13:08:56.603,0089 13:02:29,751.67,,1
674843739,00089M13:08:57.576,0089 13:02:30,751.73,,1
674843740,00089M13:08:58.549,0089 13:02:31,751.62,,1
674843741,00089M13:08:59.522,0089 13:02:32,751.68,,1
674843742,00089M13:09:00.496,0089 13:02:33,751.70,,1
674843743,00089M13:09:01.469,0089 13:02:34,751.70,,1
674843744,00089M13:09:02.442,0089 13:02:35,751.76,,1
674843745,00089M13:09:03.415,0089 13:02:36,751.74,,1
674843746,00089M13:09:04.389,0089 13:02:36,751.69,,1
674843747,00089M13:09:05.362,0089 13:02:37,751.77,,1
674843748,00089M13:09:06.335,0089 13:02:38,751.77,,1
674843749,00089M13:09:07.308,0089 13:02:39,751.75,,1
674843750,00089M13:09:08.282,0089 13:02:40,751.77,,1
674843751,00089M13:09:09.255,0089 13:02:41,751.75,,1
674843752,00089M13:09:10.228,0089 13:02:42,751.79,,1
674843753,00089M13:09:11.201,0089 13:02:43,751.74,,1
674843754,00089M13:09:12.175,0089 13:02:44,751.76,,1
674843755,00089M13:09:13.148,0089 13:02:45,751.71,,1
674843756,00089M13:09:14.121,0089 13:02:46,751.76,,1
674843757,00089M13:09:15.094,0089 13:02:47,751.77,,1
674843758,00089M13:09:16.068,0089 13:02:48,751.73,,1
674843759,00089M13:09:17.041,0089 13:02:49,751.75,,1
674843760,00089M13:09:18.014,0089 13:02:50,751.74,,1
674843761,00089M13:09:18.987,0089 13:02:51,751.72,,1
674843762,00089M13:09:19.961,0089 13:02:52,751.74,,1
674843763,00089M13:09:20.934,0089 13:02:53,751.78,,1
674843764,00089M13:09:21.907,0089 13:02:54,751.73,,1
674843765,00089M13:09:22.881,0089 13:02:55,751.78,,1
674843766,00089M13:09:23.854,0089 13:02:56,751.76,,1
674843767,00089M13:09:24.827,0089 13:02:57,751.75,,1
674843768,00089M13:09:25.800,0089 13:02:58,751.77,,1
674843769,00089M13:09:26.774,0089 13:02:59,751.75,,1
674843770,00089M13:09:27.747,0089 13:03:00,751.74,,1
674843771,00089M13:09:28.720,0089 13:03:01,751.81,,1
674843772,00089M13:09:29.693,0089 13:03:02,751.80,,1
674843773,00089M13:09:30.667,0089 13:03:03,751.80,,1
674843774,00089M13:09:31.640,0089 13:03:04,751.85,,1
674843775,00089M13:09:32.613,0089 13:03:05,751.82,,1
674843776,00089M13:09:33.586,0089 13:03:06,751.80,,1
674843777,00089M13:09:34.560,0089 13:03:07,751.75,,1
674843778,00089M13:09:35.533,0089 13:03:08,751.81,,1
674843779,00089M13:09:36.506,0089 13:03:09,751.83,,1
674843780,00089M13:09:37.479,0089 13:03:10,751.74,,1
674843781,00089M13:09:38.453,0089 13:03:11,751.81,,1
674843782,00089M13:09:39.426,0089 13:03:12,751.80,,1
674843783,00089M13:09:40.399,0089 13:03:13,751.78,,1
674843784,00089M13:09:41.372,0089 13:03:13,751.78,,1
674843785,00089M13:09:42.346,0089 13:03:14,751.77,,1
674843786,00089M13:09:43.319,0089 13:03:15,751.79,,1
674843787,00089M13:09:44.292,0089 13:03:16,751.77,,1
674843788,00089M13:09:45.265,0089 13:03:17,751.74,,1
674843789,00089M13:09:46.239,0089 13:03:18,751.74,,1
674843790,00089M13:09:47.212,0089 13:03:19,751.78,,1
674843791,00089M13:09:48.185,0089 13:03:20,751.78,,1
674843792,00089M13:09:49.158,0089 13:03:21,751.82,,1
674843793,00089M13:09:50.132,0089 13:03:22,751.76,,1
674843794,00089M13:09:51.105,0089 13:03:23,751.80,,1
674843795,00089M13:09:52.078,0089 13:03:24,751.77,,1
674843796,00089M13:09:53.051,0089 13:03:25,751.79,,1
674843797,00089M13:09:54.025,0089 13:03:26,751.77,,1
674843798,00089M13:09:54.998,0089 13:03:27,751.76,,1
674843799,00089M13:09:55.971,0089 13:03:28,751.76,,1
674843800,00089M13:09:56.944,0089 13:03:29,751.74,,1
674843801,00089M13:09:57.918,0089 13:03:30,751.78,,1
674843802,00089M13:09:58.891,0089 13:03:31,751.82,,1
674843803,00089M13:09:59.864,0089 13:03:32,751.80,,1
674843804,00089M13:10:00.837,0089 13:03:33,751.75,,1
674843805,00089M13:10:01.811,0089 13:03:34,751.79,,1
674843806,00089M13:10:02.784,0089 13:03:35,751.83,,1
674843807,00089M13:10:03.757,0089 13:03:36,751.83,,1
674843808,00089M13:10:04.730,0089 13:03:37,751.74,,1
674843809,00089M13:10:05.704,0089 13:03:38,751.76,,1
674843810,00089M13:10:06.677,0089 13:03:39,751.78,,1
674843811,00089M13:10:07.650,0089 13:03:40,751.80,,1
674843812,00089M13:10:08.623,0089 13:03:41,751.73,,1
674843813,00089M13:10:09.597,0089 13:03:42,751.82,,1
674843814,00089M13:10:10.570,0089 13:03:43,751.79,,1
674843815,00089M13:10:11.543,0089 13:03:44,751.79,,1
674843816,00089M13:10:12.516,0089 13:03:45,751.87,,1
674843817,00089M13:10:13.490,0089 13:03:46,751.81,,1
674843818,00089M13:10:14.463,0089 13:03:47,751.80,,1
674843819,00089M13:10:15.436,0089 13:03:48,751.78,,1
674843820,00089M13:10:16.409,0089 13:03:49,751.84,,1
674843821,00089M13:10:17.383,0089 13:03:50,751.80,,1
674843822,00089M13:10:18.356,0089 13:03:50,751.79,,1
674843823,00089M13:10:19.329,0089 13:03:51,751.77,,1
674843824,00089M13:10:20.302,0089 13:03:52,751.81,,1
674843825,00089M13:10:21.276,0089 13:03:53,751.75,,1
674843826,00089M13:10:22.249,0089 13:03:54,751.79,,1
674843827,00089M13:10:23.222,0089 13:03:55,751.83,,1
674843828,00089M13:10:24.195,0089 13:03:56,751.78,,1
674843829,00089M13:10:25.169,0089 13:03:57,751.84,,1
674843830,00089M13:10:26.142,0089 13:03:58,751.80,,1
674843831,00089M13:10:27.115,0089 13:03:59,751.75,,1
674843832,00089M13:10:28.088,0089 13:04:00,751.81,,1
674843833,00089M13:10:29.062,0089 13:04:01,751.75,,1
674843834,00089M13:10:30.035,0089 13:04:02,751.79,,1
674843835,00089M13:10:31.008,0089 13:04:03,751.81,,1
674843836,00089M13:10:31.981,0089 13:04:04,751.78,,1
674843837,00089M13:10:32.955,0089 13:04:05,751.78,,1
674843838,00089M13:10:33.928,0089 13:04:06,751.80,,1
674843839,00089M13:10:34.901,0089 13:04:07,751.80,,1
674843840,00089M13:10:35.874,0089 13:04:08,751.79,,1
674843841,00089M13:10:36.848,0089 13:04:09,751.73,,1
674843842,00089M13:10:37.821,0089 13:04:10,751.79,,1
674843843,00089M13:10:38.794,0089 13:04:11,751.79,,1
674843844,00089M13:10:39.767,0089 13:04:12,751.83,,1
674843845,00089M13:10:40.741,0089 13:04:13,751.77,,1
674843846,00089M13:10:41.714,0089 13:04:14,751.80,,1
674843847,00089M13:10:42.687,0089 13:04:15,751.78,,1
674843848,00089M13:10:43.660,0089 13:04:16,751.80,,1
674843849,00089M13:10:44.634,0089 13:04:17,751.78,,1
674843850,00089M13:10:45.607,0089 13:04:18,751.75,,1
674843851,00089M13:10:46.580,0089 13:04:19,751.75,,1
674843852,00089M13:10:47.553,0089 13:04:20,751.75,,1
674843853,00089M13:10:48.527,0089 13:04:21,751.74,,1
674843854,00089M13:10:49.500,0089 13:04:22,751.81,,1
674843855,00089M13:10:50.473,0089 13:04:23,751.78,,1
674843856,00089M13:10:51.446,0089 13:04:24,751.78,,1
674843857,00089M13:10:52.420,0089 13:04:25,751.82,,1
674843858,00089M13:10:53.393,0089 13:04:26,751.82,,1
674843859,00089M13:10:54.366,0089 13:04:27,751.78,,1
674843860,00089M13:10:55.339,0089 13:04:27,751.75,,1
674843861,00089M13:10:56.313,0089 13:04:28,751.77,,1
674843862,00089M13:10:57.286,0089 13:04:29,751.81,,1
674843863,00089M13:10:58.259,0089 13:04:30,751.79,,1
674843864,00089M13:10:59.232,0089 13:04:31,751.83,,1
674843865,00089M13:11:00.206,0089 13:04:32,751.80,,1
674843866,00089M13:11:01.179,0089 13:04:33,751.78,,1
674843867,00089M13:11:02.152,0089 13:04:34,751.80,,1
674843868,00089M13:11:03.125,0089 13:04:35,751.82,,1
674843869,00089M13:11:04.099,0089 13:04:36,751.77,,1
674843870,00089M13:11:05.072,0089 13:04:37,751.81,,1
674843871,00089M13:11:06.045,0089 13:04:38,751.79,,1
674843872,00089M13:11:07.018,0089 13:04:39,751.79,,1
674843873,00089M13:11:07.992,0089 13:04:40,751.83,,1
674843874,00089M13:11:08.965,0089 13:04:41,751.83,,1
674843875,00089M13:11:09.938,0089 13:04:42,751.80,,1
674843876,00089M13:11:10.911,0089 13:04:43,751.80,,1
674843877,00089M13:11:11.885,0089 13:04:44,751.76,,1
674843878,00089M13:11:12.858,0089 13:04:45,751.78,,1
674843879,00089M13:11:13.831,0089 13:04:46,751.75,,1
674843880,00089M13:11:14.804,0089 13:04:47,751.81,,1
674843881,00089M13:11:15.778,0089 13:04:48,751.81,,1
674843882,00089M13:11:16.751,0089 13:04:49,751.85,,1
674843883,00089M13:11:17.724,0089 13:04:50,751.79,,1
674843884,00089M13:11:18.697,0089 13:04:51,751.78,,1
674843885,00089M13:11:19.671,0089 13:04:52,751.85,,1
674843886,00089M13:11:20.644,0089 13:04:53,751.84,,1
674843887,00089M13:11:21.617,0089 13:04:54,751.77,,1
674843888,00089M13:11:22.590,0089 13:04:55,751.79,,1
674843889,00089M13:11:23.564,0089 13:04:56,751.81,,1
674843890,00089M13:11:24.537,0089 13:04:57,751.77,,1
674843891,00089M13:11:25.510,0089 13:04:58,751.72,,1
674843892,00089M13:11:26.484,0089 13:04:59,751.74,,1
674843893,00089M13:11:27.457,0089 13:05:00,751.76,,1
674843894,00089M13:11:28.430,0089 13:05:01,751.76,,1
674843895,00089M13:11:29.403,0089 13:05:02,751.78,,1
674843896,00089M13:11:30.377,0089 13:05:03,751.84,,1
674843897,00089M13:11:31.350,0089 13:05:03,751.82,,1
674843898,00089M13:11:32.323,0089 13:05:04,751.86,,1
674843899,00089M13:11:33.296,0089 13:05:05,751.86,,1
674843900,00089M13:11:34.270,0089 13:05:06,751.83,,1
674843901,00089M13:11:35.243,0089 13:05:07,751.85,,1
674843902,00089M13:11:36.216,0089 13:05:08,751.79,,1
674843903,00089M13:11:37.189,0089 13:05:09,751.78,,1
674843904,00089M13:11:38.163,0089 13:05:10,751.76,,1
674843905,00089M13:11:39.136,0089 13:05:11,751.80,,1
674843906,00089M13:11:40.109,0089 13:05:12,751.79,,1
674843907,00089M13:11:41.082,0089 13:05:13,751.77,,1
674843908,00089M13:11:42.056,0089 13:05:14,751.75,,1
674843909,00089M13:11:43.029,0089 13:05:15,751.79,,1
674843910,00089M13:11:44.002,0089 13:05:16,751.81,,1
674843911,00089M13:11:44.975,0089 13:05:17,751.81,,1
674843912,00089M13:11:45.949,0089 13:05:18,751.83,,1
674843913,00089M13:11:46.922,0089 13:05:19,751.80,,1
674843914,00089M13:11:47.895,0089 13:05:20,751.82,,1
674843915,00089M13:11:48.868,0089 13:05:21,751.82,,1
674843916,00089M13:11:49.842,0089 13:05:22,751.86,,1
674843917,00089M13:11:50.815,0089 13:05:23,751.84,,1
674843918,00089M13:11:51.788,0089 13:05:24,751.84,,1
674843919,00089M13:11:52.761,0089 13:05:25,751.83,,1
674843920,00089M13:11:53.735,0089 13:05:26,751.88,,1
674843921,00089M13:11:54.708,0089 13:05:27,751.87,,1
674843922,00089M13:11:55.681,0089 13:05:28,751.89,,1
674843923,00089M13:11:56.654,0089 13:05:29,751.83,,1
674843924,00089M13:11:57.628,0089 13:05:30,751.85,,1
674843925,00089M13:11:58.601,0089 13:05:31,751.82,,1
674843926,00089M13:11:59.574,0089 13:05:32,751.95,,1
674843927,00089M13:12:00.547,0089 13:05:33,751.86,,1
674843928,00089M13:12:01.521,0089 13:05:34,751.90,,1
674843929,00089M13:12:02.494,0089 13:05:35,751.92,,1
674843930,00089M13:12:03.467,0089 13:05:36,751.90,,1
674843931,00089M13:12:04.440,0089 13:05:37,751.85,,1
674843932,00089M13:12:05.414,0089 13:05:38,751.94,,1
674843933,00089M13:12:06.387,0089 13:05:39,751.91,,1
674843934,00089M13:12:07.360,0089 13:05:40,751.91,,1
674843935,00089M13:12:08.333,0089 13:05:40,751.86,,1
674843936,00089M13:12:09.307,0089 13:05:41,751.78,,1
674843937,00089M13:12:10.280,0089 13:05:42,751.82,,1
674843938,00089M13:12:11.253,0089 13:05:43,751.82,,1
674843939,00089M13:12:12.226,0089 13:05:44,751.81,,1
674843940,00089M13:12:13.200,0089 13:05:45,751.83,,1
674843941,00089M13:12:14.173,0089 13:05:46,751.83,,1
674843942,00089M13:12:15.146,0089 13:05:47,751.85,,1
674843943,00089M13:12:16.119,0089 13:05:48,751.89,,1
674843944,00089M13:12:17.093,0089 13:05:49,751.86,,1
674843945,00089M13:12:18.066,0089 13:05:50,751.80,,1
674843946,00089M13:12:19.039,0089 13:05:51,751.78,,1
674843947,00089M13:12:20.012,0089 13:05:52,751.84,,1
674843948,00089M13:12:20.986,0089 13:05:53,751.86,,1
674843949,00089M13:12:21.959,0089 13:05:54,751.83,,1
674843950,00089M13:12:22.932,0089 13:05:55,751.85,,1
674843951,00089M13:12:23.905,0089 13:05:56,751.85,,1
674843952,00089M13:12:24.879,0089 13:05:57,751.89,,1
674843953,00089M13:12:25.852,0089 13:05:58,751.82,,1
674843954,00089M13:12:26.825,0089 13:05:59,751.84,,1
674843955,00089M13:12:27.798,0089 13:06:00,751.87,,1
674843956,00089M13:12:28.772,0089 13:06:01,751.82,,1
674843957,00089M13:12:29.745,0089 13:06:02,751.84,,1
674843958,00089M13:12:30.718,0089 13:06:03,751.83,,1
674843959,00089M13:12:31.691,0089 13:06:04,751.92,,1
674843960,00089M13:12:32.665,0089 13:06:05,751.92,,1
674843961,00089M13:12:33.638,0089 13:06:06,751.85,,1
674843962,00089M13:12:34.611,0089 13:06:07,751.89,,1
674843963,00089M13:12:35.584,0089 13:06:08,751.86,,1
674843964,00089M13:12:36.558,0089 13:06:09,751.88,,1
674843965,00089M13:12:37.531,0089 13:06:10,751.90,,1
674843966,00089M13:12:38.504,0089 13:06:11,751.88,,1
674843967,00089M13:12:39.477,0089 13:06:12,751.84,,1
674843968,00089M13:12:40.451,0089 13:06:13,751.88,,1
674843969,00089M13:12:41.424,0089 13:06:14,751.90,,1
674843970,00089M13:12:42.397,0089 13:06:15,751.81,,1
674843971,00089M13:12:43.370,0089 13:06:16,751.85,,1
674843972,00089M13:12:44.344,0089 13:06:17,751.80,,1
674843973,00089M13:12:45.317,0089 13:06:17,751.80,,1
674843974,00089M13:12:46.290,0089 13:06:18,751.77,,1
674843975,00089M13:12:47.263,0089 13:06:19,751.77,,1
674843976,00089M13:12:48.237,0089 13:06:20,751.77,,1
674843977,00089M13:12:49.210,0089 13:06:21,751.75,,1
674843978,00089M13:12:50.183,0089 13:06:22,751.74,,1
674843979,00089M13:12:51.156,0089 13:06:23,751.78,,1
674843980,00089M13:12:52.130,0089 13:06:24,751.76,,1
674843981,00089M13:12:53.103,0089 13:06:25,751.76,,1
674843982,00089M13:12:54.076,0089 13:06:26,751.78,,1
674843983,00089M13:12:55.049,0089 13:06:27,751.73,,1
674843984,00089M13:12:56.023,0089 13:06:28,751.80,,1
674843985,00089M13:12:56.996,0089 13:06:29,751.77,,1
674843986,00089M13:12:57.969,0089 13:06:30,751.81,,1
674843987,00089M13:12:58.942,0089 13:06:31,751.70,,1
674843988,00089M13:12:59.916,0089 13:06:32,751.79,,1
674843989,00089M13:13:00.889,0089 13:06:33,751.72,,1
674843990,00089M13:13:01.862,0089 13:06:34,751.76,,1
674843991,00089M13:13:02.835,0089 13:06:35,751.74,,1
674843992,00089M13:13:03.809,0089 13:06:36,751.69,,1
674843993,00089M13:13:04.782,0089 13:06:37,751.69,,1
674843994,00089M13:13:05.755,0089 13:06:38,751.68,,1
674843995,00089M13:13:06.728,0089 13:06:39,751.72,,1
674843996,00089M13:13:07.702,0089 13:06:40,751.75,,1
674843997,00089M13:13:08.675,0089 13:06:41,751.74,,1
674843998,00089M13:13:09.648,0089 13:06:42,751.72,,1
674843999,00089M13:13:10.621,0089 13:06:43,751.72,,1
674844000,00089M13:13:11.595,0089 13:06:44,751.73,,1
674844001,00089M13:13:12.568,0089 13:06:45,751.71,,1
674844002,00089M13:13:13.541,0089 13:06:46,751.78,,1
674844003,00089M13:13:14.514,0089 13:06:47,751.78,,1
674844004,00089M13:13:15.488,0089 13:06:48,751.80,,1
674844005,00089M13:13:16.461,0089 13:06:49,751.79,,1
674844006,00089M13:13:17.434,0089 13:06:50,751.81,,1
674844007,00089M13:13:18.407,0089 13:06:51,751.83,,1
674844008,00089M13:13:19.381,0089 13:06:52,751.83,,1
674844009,00089M13:13:20.354,0089 13:06:53,751.78,,1
674844010,00089M13:13:21.327,0089 13:06:53,751.83,,1
674844011,00089M13:13:22.300,0089 13:06:54,751.85,,1
674844012,00089M13:13:23.274,0089 13:06:55,751.76,,1
674844013,00089M13:13:24.247,0089 13:06:56,751.77,,1
674844014,00089M13:13:25.220,0089 13:06:57,751.82,,1
674844015,00089M13:13:26.193,0089 13:06:58,751.84,,1
674844016,00089M13:13:27.167,0089 13:06:59,751.81,,1
674844017,00089M13:13:28.140,0089 13:07:00,751.81,,1
674844018,00089M13:13:29.113,0089 13:07:01,751.76,,1
674844019,00089M13:13:30.087,0089 13:07:02,751.81,,1
674844020,00089M13:13:31.060,0089 13:07:03,751.83,,1
674844021,00089M13:13:32.033,0089 13:07:04,751.82,,1
674844022,00089M13:13:33.006,0089 13:07:05,751.82,,1
674844023,00089M13:13:33.980,0089 13:07:06,751.84,,1
674844024,00089M13:13:34.953,0089 13:07:07,751.86,,1
674844025,00089M13:13:35.926,0089 13:07:08,751.84,,1
674844026,00089M13:13:36.899,0089 13:07:09,751.84,,1
674844027,00089M13:13:37.873,0089 13:07:10,751.83,,1
674844028,00089M13:13:38.846,0089 13:07:11,751.88,,1
674844029,00089M13:13:39.819,0089 13:07:12,751.87,,1
674844030,00089M13:13:40.792,0089 13:07:13,751.89,,1
674844031,00089M13:13:41.766,0089 13:07:14,751.91,,1
674844032,00089M13:13:42.739,0089 13:07:15,751.85,,1
674844033,00089M13:13:43.712,0089 13:07:16,751.85,,1
674844034,00089M13:13:44.685,0089 13:07:17,751.91,,1
674844035,00089M13:13:45.659,0089 13:07:18,751.91,,1
674844036,00089M13:13:46.632,0089 13:07:19,751.93,,1
674844037,00089M13:13:47.605,0089 13:07:20,751.86,,1
674844038,00089M13:13:48.578,0089 13:07:21,751.88,,1
674844039,00089M13:13:49.552,0089 13:07:22,751.90,,1
674844040,00089M13:13:50.525,0089 13:07:23,751.87,,1
674844041,00089M13:13:51.498,0089 13:07:24,751.87,,1
674844042,00089M13:13:52.471,0089 13:07:25,751.91,,1
674844043,00089M13:13:53.445,0089 13:07:26,751.87,,1
674844044,00089M13:13:54.418,0089 13:07:27,751.89,,1
674844045,00089M13:13:55.391,0089 13:07:28,751.89,,1
674844046,00089M13:13:56.364,0089 13:07:29,751.84,,1
674844047,00089M13:13:57.338,0089 13:07:30,751.84,,1
674844048,00089M13:13:58.311,0089 13:07:30,751.88,,1
674844049,00089M13:13:59.284,0089 13:07:31,751.83,,1
674844050,00089M13:14:00.257,0089 13:07:32,751.85,,1
674844051,00089M13:14:01.231,0089 13:07:33,751.91,,1
674844052,00089M13:14:02.204,0089 13:07:34,751.87,,1
674844053,00089M13:14:03.177,0089 13:07:35,751.84,,1
674844054,00089M13:14:04.150,0089 13:07:36,751.87,,1
674844055,00089M13:14:05.124,0089 13:07:37,751.89,,1
674844056,00089M13:14:06.097,0089 13:07:38,751.95,,1
674844057,00089M13:14:07.070,0089 13:07:39,751.97,,1
674844058,00089M13:14:08.043,0089 13:07:40,751.97,,1
674844059,00089M13:14:09.017,0089 13:07:41,752.04,,1
674844060,00089M13:14:09.990,0089 13:07:42,752.05,,1
674844061,00089M13:14:10.963,0089 13:07:43,751.99,,1
674844062,00089M13:14:11.936,0089 13:07:44,752.07,,1
674844063,00089M13:14:12.910,0089 13:07:45,752.07,,1
674844064,00089M13:14:13.883,0089 13:07:46,752.07,,1
