SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
674807817,00089M03:26:16.419,0089 03:19:41,757.42,,1
674807818,00089M03:26:17.392,0089 03:19:42,757.39,,1
674807819,00089M03:26:18.365,0089 03:19:43,757.41,,1
674807820,00089M03:26:19.338,0089 03:19:44,757.35,,1
674807821,00089M03:26:20.312,0089 03:19:45,757.37,,1
674807822,00089M03:26:21.285,0089 03:19:46,757.39,,1
674807823,00089M03:26:22.258,0089 03:19:47,757.39,,1
674807824,00089M03:26:23.231,0089 03:19:48,757.41,,1
674807825,00089M03:26:24.205,0089 03:19:49,757.39,,1
674807826,00089M03:26:25.178,0089 03:19:50,757.39,,1
674807827,00089M03:26:26.151,0089 03:19:50,757.41,,1
674807828,00089M03:26:27.124,0089 03:19:51,757.41,,1
674807829,00089M03:26:28.098,0089 03:19:52,757.45,,1
674807830,00089M03:26:29.071,0089 03:19:53,757.37,,1
674807831,00089M03:26:30.044,0089 03:19:54,757.39,,1
674807832,00089M03:26:31.017,0089 03:19:55,757.39,,1
674807833,00089M03:26:31.991,0089 03:19:56,757.43,,1
674807834,00089M03:26:32.964,0089 03:19:57,757.43,,1
674807835,00089M03:26:33.937,0089 03:19:58,757.43,,1
674807836,00089M03:26:34.910,0089 03:19:59,757.40,,1
674807837,00089M03:26:35.884,0089 03:20:00,757.40,,1
674807838,00089M03:26:36.857,0089 03:20:01,757.49,,1
674807839,00089M03:26:37.830,0089 03:20:02,757.43,,1
674807840,00089M03:26:38.803,0089 03:20:03,757.38,,1
674807841,00089M03:26:39.777,0089 03:20:04,757.43,,1
674807842,00089M03:26:40.750,0089 03:20:05,757.45,,1
674807843,00089M03:26:41.723,0089 03:20:06,757.45,,1
674807844,00089M03:26:42.697,0089 03:20:07,757.45,,1
674807845,00089M03:26:43.670,0089 03:20:08,757.45,,1
674807846,00089M03:26:44.643,0089 03:20:09,757.53,,1
674807847,00089M03:26:45.616,0089 03:20:10,757.42,,1
674807848,00089M03:26:46.590,0089 03:20:11,757.49,,1
674807849,00089M03:26:47.563,0089 03:20:12,757.42,,1
674807850,00089M03:26:48.536,0089 03:20:13,757.44,,1
674807851,00089M03:26:49.509,0089 03:20:14,757.44,,1
674807852,00089M03:26:50.483,0089 03:20:15,757.42,,1
674807853,00089M03:26:51.456,0089 03:20:16,757.46,,1
674807854,00089M03:26:52.429,0089 03:20:17,757.46,,1
674807855,00089M03:26:53.402,0089 03:20:18,757.46,,1
674807856,00089M03:26:54.376,0089 03:20:19,757.44,,1
674807857,00089M03:26:55.349,0089 03:20:20,757.48,,1
674807858,00089M03:26:56.322,0089 03:20:21,757.46,,1
674807859,00089M03:26:57.295,0089 03:20:22,757.42,,1
674807860,00089M03:26:58.269,0089 03:20:23,757.42,,1
674807861,00089M03:26:59.242,0089 03:20:24,757.48,,1
674807862,00089M03:27:00.215,0089 03:20:25,757.50,,1
674807863,00089M03:27:01.188,0089 03:20:26,757.46,,1
674807864,00089M03:27:02.162,0089 03:20:26,757.42,,1
674807865,00089M03:27:03.135,0089 03:20:27,757.43,,1
674807866,00089M03:27:04.108,0089 03:20:28,757.50,,1
674807867,00089M03:27:05.081,0089 03:20:29,757.46,,1
674807868,00089M03:27:06.055,0089 03:20:30,757.48,,1
674807869,00089M03:27:07.028,0089 03:20:31,757.52,,1
674807870,00089M03:27:08.001,0089 03:20:32,757.48,,1
674807871,00089M03:27:08.974,0089 03:20:33,757.41,,1
674807872,00089M03:27:09.948,0089 03:20:34,757.44,,1
674807873,00089M03:27:10.921,0089 03:20:35,757.46,,1
674807874,00089M03:27:11.894,0089 03:20:36,757.41,,1
674807875,00089M03:27:12.867,0089 03:20:37,757.43,,1
674807876,00089M03:27:13.841,0089 03:20:38,757.43,,1
674807877,00089M03:27:14.814,0089 03:20:39,757.43,,1
674807878,00089M03:27:15.787,0089 03:20:40,757.41,,1
674807879,00089M03:27:16.760,0089 03:20:41,757.46,,1
674807880,00089M03:27:17.734,0089 03:20:42,757.43,,1
674807881,00089M03:27:18.707,0089 03:20:43,757.43,,1
674807882,00089M03:27:19.680,0089 03:20:44,757.43,,1
674807883,00089M03:27:20.653,0089 03:20:45,757.45,,1
674807884,00089M03:27:21.627,0089 03:20:46,757.41,,1
674807885,00089M03:27:22.600,0089 03:20:47,757.49,,1
674807886,00089M03:27:23.573,0089 03:20:48,757.41,,1
674807887,00089M03:27:24.546,0089 03:20:49,757.43,,1
674807888,00089M03:27:25.520,0089 03:20:50,757.40,,1
674807889,00089M03:27:26.493,0089 03:20:51,757.45,,1
674807890,00089M03:27:27.466,0089 03:20:52,757.43,,1
674807891,00089M03:27:28.439,0089 03:20:53,757.45,,1
674807892,00089M03:27:29.413,0089 03:20:54,757.44,,1
674807893,00089M03:27:30.386,0089 03:20:55,757.47,,1
674807894,00089M03:27:31.359,0089 03:20:56,757.38,,1
674807895,00089M03:27:32.332,0089 03:20:57,757.46,,1
674807896,00089M03:27:33.306,0089 03:20:58,757.44,,1
674807897,00089M03:27:34.279,0089 03:20:59,757.45,,1
674807898,00089M03:27:35.252,0089 03:21:00,757.42,,1
674807899,00089M03:27:36.225,0089 03:21:01,757.46,,1
674807900,00089M03:27:37.199,0089 03:21:02,757.42,,1
674807901,00089M03:27:38.172,0089 03:21:03,757.42,,1
674807902,00089M03:27:39.145,0089 03:21:03,757.47,,1
674807903,00089M03:27:40.118,0089 03:21:04,757.40,,1
674807904,00089M03:27:41.092,0089 03:21:05,757.44,,1
674807905,00089M03:27:42.065,0089 03:21:06,757.49,,1
674807906,00089M03:27:43.038,0089 03:21:07,757.46,,1
674807907,00089M03:27:44.011,0089 03:21:08,757.44,,1
674807908,00089M03:27:44.985,0089 03:21:09,757.44,,1
674807909,00089M03:27:45.958,0089 03:21:10,757.40,,1
674807910,00089M03:27:46.931,0089 03:21:11,757.42,,1
674807911,00089M03:27:47.904,0089 03:21:12,757.40,,1
674807912,00089M03:27:48.878,0089 03:21:13,757.42,,1
674807913,00089M03:27:49.851,0089 03:21:14,757.44,,1
674807914,00089M03:27:50.824,0089 03:21:15,757.44,,1
674807915,00089M03:27:51.797,0089 03:21:16,757.39,,1
674807916,00089M03:27:52.771,0089 03:21:17,757.46,,1
674807917,00089M03:27:53.744,0089 03:21:18,757.46,,1
674807918,00089M03:27:54.717,0089 03:21:19,757.39,,1
674807919,00089M03:27:55.690,0089 03:21:20,757.46,,1
674807920,00089M03:27:56.664,0089 03:21:21,757.44,,1
674807921,00089M03:27:57.637,0089 03:21:22,757.41,,1
674807922,00089M03:27:58.610,0089 03:21:23,757.41,,1
674807923,00089M03:27:59.583,0089 03:21:24,757.43,,1
674807924,00089M03:28:00.557,0089 03:21:25,757.42,,1
674807925,00089M03:28:01.530,0089 03:21:26,757.41,,1
674807926,00089M03:28:02.503,0089 03:21:27,757.37,,1
674807927,00089M03:28:03.476,0089 03:21:28,757.47,,1
674807928,00089M03:28:04.450,0089 03:21:29,757.43,,1
674807929,00089M03:28:05.423,0089 03:21:30,757.43,,1
674807930,00089M03:28:06.396,0089 03:21:31,757.41,,1
674807931,00089M03:28:07.369,0089 03:21:32,757.41,,1
674807932,00089M03:28:08.343,0089 03:21:33,757.41,,1
674807933,00089M03:28:09.316,0089 03:21:34,757.41,,1
674807934,00089M03:28:10.289,0089 03:21:35,757.43,,1
674807935,00089M03:28:11.262,0089 03:21:36,757.41,,1
674807936,00089M03:28:12.236,0089 03:21:37,757.41,,1
674807937,00089M03:28:13.209,0089 03:21:38,757.47,,1
674807938,00089M03:28:14.182,0089 03:21:39,757.49,,1
674807939,00089M03:28:15.155,0089 03:21:40,757.41,,1
674807940,00089M03:28:16.129,0089 03:21:40,757.40,,1
674807941,00089M03:28:17.102,0089 03:21:41,757.41,,1
674807942,00089M03:28:18.075,0089 03:21:42,757.41,,1
674807943,00089M03:28:19.048,0089 03:21:43,757.43,,1
674807944,00089M03:28:20.022,0089 03:21:44,757.39,,1
674807945,00089M03:28:20.995,0089 03:21:45,757.40,,1
674807946,00089M03:28:21.968,0089 03:21:46,757.38,,1
674807947,00089M03:28:22.941,0089 03:21:47,757.45,,1
674807948,00089M03:28:23.915,0089 03:21:48,757.38,,1
674807949,00089M03:28:24.888,0089 03:21:49,757.40,,1
674807950,00089M03:28:25.861,0089 03:21:50,757.45,,1
674807951,00089M03:28:26.834,0089 03:21:51,757.45,,1
674807952,00089M03:28:27.808,0089 03:21:52,757.40,,1
674807953,00089M03:28:28.781,0089 03:21:53,757.40,,1
674807954,00089M03:28:29.754,0089 03:21:54,757.38,,1
674807955,00089M03:28:30.727,0089 03:21:55,757.42,,1
674807956,00089M03:28:31.701,0089 03:21:56,757.38,,1
674807957,00089M03:28:32.674,0089 03:21:57,757.43,,1
674807958,00089M03:28:33.647,0089 03:21:58,757.40,,1
674807959,00089M03:28:34.620,0089 03:21:59,757.42,,1
674807960,00089M03:28:35.594,0089 03:22:00,757.40,,1
674807961,00089M03:28:36.567,0089 03:22:01,757.40,,1
674807962,00089M03:28:37.540,0089 03:22:02,757.35,,1
674807963,00089M03:28:38.513,0089 03:22:03,757.38,,1
674807964,00089M03:28:39.487,0089 03:22:04,757.38,,1
674807965,00089M03:28:40.460,0089 03:22:05,757.40,,1
674807966,00089M03:28:41.433,0089 03:22:06,757.42,,1
674807967,00089M03:28:42.406,0089 03:22:07,757.35,,1
674807968,00089M03:28:43.380,0089 03:22:08,757.40,,1
674807969,00089M03:28:44.353,0089 03:22:09,757.37,,1
674807970,00089M03:28:45.326,0089 03:22:10,757.37,,1
674807971,00089M03:28:46.300,0089 03:22:11,757.37,,1
674807972,00089M03:28:47.273,0089 03:22:12,757.35,,1
674807973,00089M03:28:48.246,0089 03:22:13,757.35,,1
674807974,00089M03:28:49.219,0089 03:22:14,757.41,,1
674807975,00089M03:28:50.193,0089 03:22:15,757.35,,1
674807976,00089M03:28:51.166,0089 03:22:16,757.35,,1
674807977,00089M03:28:52.139,0089 03:22:17,757.31,,1
674807978,00089M03:28:53.112,0089 03:22:17,757.34,,1
674807979,00089M03:28:54.086,0089 03:22:18,757.35,,1
674807980,00089M03:28:55.059,0089 03:22:19,757.35,,1
674807981,00089M03:28:56.032,0089 03:22:20,757.41,,1
674807982,00089M03:28:57.005,0089 03:22:21,757.35,,1
674807983,00089M03:28:57.979,0089 03:22:22,757.39,,1
674807984,00089M03:28:58.952,0089 03:22:23,757.37,,1
674807985,00089M03:28:59.925,0089 03:22:24,757.35,,1
674807986,00089M03:29:00.898,0089 03:22:25,757.35,,1
674807987,00089M03:29:01.872,0089 03:22:26,757.37,,1
674807988,00089M03:29:02.845,0089 03:22:27,757.37,,1
674807989,00089M03:29:03.818,0089 03:22:28,757.35,,1
674807990,00089M03:29:04.791,0089 03:22:29,757.32,,1
674807991,00089M03:29:05.765,0089 03:22:30,757.37,,1
674807992,00089M03:29:06.738,0089 03:22:31,757.39,,1
674807993,00089M03:29:07.711,0089 03:22:32,757.30,,1
674807994,00089M03:29:08.684,0089 03:22:33,757.32,,1
674807995,00089M03:29:09.658,0089 03:22:34,757.34,,1
674807996,00089M03:29:10.631,0089 03:22:35,757.32,,1
674807997,00089M03:29:11.604,0089 03:22:36,757.30,,1
674807998,00089M03:29:12.577,0089 03:22:37,757.39,,1
674807999,00089M03:29:13.551,0089 03:22:38,757.32,,1
674808000,00089M03:29:14.524,0089 03:22:39,757.32,,1
674808001,00089M03:29:15.497,0089 03:22:40,757.34,,1
674808002,00089M03:29:16.470,0089 03:22:41,757.36,,1
674808003,00089M03:29:17.444,0089 03:22:42,757.36,,1
674808004,00089M03:29:18.417,0089 03:22:43,757.35,,1
674808005,00089M03:29:19.390,0089 03:22:44,757.34,,1
674808006,00089M03:29:20.363,0089 03:22:45,757.32,,1
674808007,00089M03:29:21.337,0089 03:22:46,757.32,,1
674808008,00089M03:29:22.310,0089 03:22:47,757.31,,1
674808009,00089M03:29:23.283,0089 03:22:48,757.36,,1
674808010,00089M03:29:24.256,0089 03:22:49,757.31,,1
674808011,00089M03:29:25.230,0089 03:22:50,757.32,,1
674808012,00089M03:29:26.203,0089 03:22:51,757.31,,1
674808013,00089M03:29:27.176,0089 03:22:52,757.34,,1
674808014,00089M03:29:28.149,0089 03:22:53,757.35,,1
674808015,00089M03:29:29.123,0089 03:22:53,757.34,,1
674808016,00089M03:29:30.096,0089 03:22:54,757.34,,1
674808017,00089M03:29:31.069,0089 03:22:55,757.36,,1
674808018,00089M03:29:32.042,0089 03:22:56,757.36,,1
674808019,00089M03:29:33.016,0089 03:22:57,757.31,,1
674808020,00089M03:29:33.989,0089 03:22:58,757.31,,1
674808021,00089M03:29:34.962,0089 03:22:59,757.31,,1
674808022,00089M03:29:35.935,0089 03:23:00,757.33,,1
674808023,00089M03:29:36.909,0089 03:23:01,757.35,,1
674808024,00089M03:29:37.882,0089 03:23:02,757.33,,1
674808025,00089M03:29:38.855,0089 03:23:03,757.31,,1
674808026,00089M03:29:39.828,0089 03:23:04,757.33,,1
674808027,00089M03:29:40.802,0089 03:23:05,757.40,,1
674808028,00089M03:29:41.775,0089 03:23:06,757.36,,1
674808029,00089M03:29:42.748,0089 03:23:07,757.29,,1
674808030,00089M03:29:43.721,0089 03:23:08,757.33,,1
674808031,00089M03:29:44.695,0089 03:23:09,757.33,,1
674808032,00089M03:29:45.668,0089 03:23:10,757.36,,1
674808033,00089M03:29:46.641,0089 03:23:11,757.29,,1
674808034,00089M03:29:47.614,0089 03:23:12,757.31,,1
674808035,00089M03:29:48.588,0089 03:23:13,757.33,,1
674808036,00089M03:29:49.561,0089 03:23:14,757.31,,1
674808037,00089M03:29:50.534,0089 03:23:15,757.31,,1
674808038,00089M03:29:51.507,0089 03:23:16,757.31,,1
674808039,00089M03:29:52.481,0089 03:23:17,757.31,,1
674808040,00089M03:29:53.454,0089 03:23:18,757.37,,1
674808041,00089M03:29:54.427,0089 03:23:19,757.31,,1
674808042,00089M03:29:55.400,0089 03:23:20,757.29,,1
674808043,00089M03:29:56.374,0089 03:23:21,757.31,,1
674808044,00089M03:29:57.347,0089 03:23:22,757.33,,1
674808045,00089M03:29:58.320,0089 03:23:23,757.33,,1
674808046,00089M03:29:59.293,0089 03:23:24,757.31,,1
674808047,00089M03:30:00.267,0089 03:23:25,757.31,,1
674808048,00089M03:30:01.240,0089 03:23:26,757.31,,1
674808049,00089M03:30:02.213,0089 03:23:27,757.35,,1
674808050,00089M03:30:03.186,0089 03:23:28,757.35,,1
674808051,00089M03:30:04.160,0089 03:23:29,757.33,,1
674808052,00089M03:30:05.133,0089 03:23:30,757.33,,1
674808053,00089M03:30:06.106,0089 03:23:30,757.33,,1
674808054,00089M03:30:07.079,0089 03:23:31,757.30,,1
674808055,00089M03:30:08.053,0089 03:23:32,757.31,,1
674808056,00089M03:30:09.026,0089 03:23:33,757.28,,1
674808057,00089M03:30:09.999,0089 03:23:34,757.35,,1
674808058,00089M03:30:10.972,0089 03:23:35,757.35,,1
674808059,00089M03:30:11.946,0089 03:23:36,757.33,,1
674808060,00089M03:30:12.919,0089 03:23:37,757.32,,1
674808061,00089M03:30:13.892,0089 03:23:38,757.35,,1
674808062,00089M03:30:14.865,0089 03:23:39,757.30,,1
674808063,00089M03:30:15.839,0089 03:23:40,757.33,,1
674808064,00089M03:30:16.812,0089 03:23:41,757.35,,1
674808065,00089M03:30:17.785,0089 03:23:42,757.33,,1
674808066,00089M03:30:18.758,0089 03:23:43,757.28,,1
674808067,00089M03:30:19.732,0089 03:23:44,757.30,,1
674808068,00089M03:30:20.705,0089 03:23:45,757.33,,1
674808069,00089M03:30:21.678,0089 03:23:46,757.37,,1
674808070,00089M03:30:22.651,0089 03:23:47,757.35,,1
674808071,00089M03:30:23.625,0089 03:23:48,757.30,,1
674808072,00089M03:30:24.598,0089 03:23:49,757.36,,1
674808073,00089M03:30:25.571,0089 03:23:50,757.28,,1
674808074,00089M03:30:26.544,0089 03:23:51,757.26,,1
674808075,00089M03:30:27.518,0089 03:23:52,757.32,,1
674808076,00089M03:30:28.491,0089 03:23:53,757.32,,1
674808077,00089M03:30:29.464,0089 03:23:54,757.32,,1
674808078,00089M03:30:30.437,0089 03:23:55,757.32,,1
674808079,00089M03:30:31.411,0089 03:23:56,757.30,,1
674808080,00089M03:30:32.384,0089 03:23:57,757.34,,1
674808081,00089M03:30:33.357,0089 03:23:58,757.34,,1
674808082,00089M03:30:34.330,0089 03:23:59,757.30,,1
674808083,00089M03:30:35.304,0089 03:24:00,757.32,,1
674808084,00089M03:30:36.277,0089 03:24:01,757.30,,1
674808085,00089M03:30:37.250,0089 03:24:02,757.23,,1
674808086,00089M03:30:38.223,0089 03:24:03,757.32,,1
674808087,00089M03:30:39.197,0089 03:24:04,757.32,,1
674808088,00089M03:30:40.170,0089 03:24:05,757.30,,1
674808089,00089M03:30:41.143,0089 03:24:06,757.30,,1
674808090,00089M03:30:42.116,0089 03:24:07,757.30,,1
674808091,00089M03:30:43.090,0089 03:24:07,757.32,,1
674808092,00089M03:30:44.063,0089 03:24:08,757.34,,1
674808093,00089M03:30:45.036,0089 03:24:09,757.29,,1
674808094,00089M03:30:46.009,0089 03:24:10,757.32,,1
674808095,00089M03:30:46.983,0089 03:24:11,757.32,,1
674808096,00089M03:30:47.956,0089 03:24:12,757.29,,1
674808097,00089M03:30:48.929,0089 03:24:13,757.30,,1
674808098,00089M03:30:49.903,0089 03:24:14,757.27,,1
674808099,00089M03:30:50.876,0089 03:24:15,757.29,,1
674808100,00089M03:30:51.849,0089 03:24:16,757.27,,1
674808101,00089M03:30:52.822,0089 03:24:17,757.29,,1
674808102,00089M03:30:53.796,0089 03:24:18,757.27,,1
674808103,00089M03:30:54.769,0089 03:24:19,757.27,,1
674808104,00089M03:30:55.742,0089 03:24:20,757.25,,1
674808105,00089M03:30:56.715,0089 03:24:21,757.29,,1
674808106,00089M03:30:57.689,0089 03:24:22,757.32,,1
674808107,00089M03:30:58.662,0089 03:24:23,757.31,,1
674808108,00089M03:30:59.635,0089 03:24:24,757.27,,1
674808109,00089M03:31:00.608,0089 03:24:25,757.25,,1
674808110,00089M03:31:01.582,0089 03:24:26,757.27,,1
674808111,00089M03:31:02.555,0089 03:24:27,757.31,,1
674808112,00089M03:31:03.528,0089 03:24:28,757.31,,1
674808113,00089M03:31:04.501,0089 03:24:29,757.29,,1
674808114,00089M03:31:05.475,0089 03:24:30,757.29,,1
674808115,00089M03:31:06.448,0089 03:24:31,757.25,,1
674808116,00089M03:31:07.421,0089 03:24:32,757.25,,1
674808117,00089M03:31:08.394,0089 03:24:33,757.27,,1
674808118,00089M03:31:09.368,0089 03:24:34,757.29,,1
674808119,00089M03:31:10.341,0089 03:24:35,757.29,,1
674808120,00089M03:31:11.314,0089 03:24:36,757.24,,1
674808121,00089M03:31:12.287,0089 03:24:37,757.27,,1
674808122,00089M03:31:13.261,0089 03:24:38,757.29,,1
674808123,00089M03:31:14.234,0089 03:24:39,757.31,,1
674808124,00089M03:31:15.207,0089 03:24:40,757.27,,1
674808125,00089M03:31:16.180,0089 03:24:41,757.27,,1
674808126,00089M03:31:17.154,0089 03:24:42,757.27,,1
674808127,00089M03:31:18.127,0089 03:24:43,757.29,,1
674808128,00089M03:31:19.100,0089 03:24:43,757.24,,1
674808129,00089M03:31:20.073,0089 03:24:44,757.33,,1
674808130,00089M03:31:21.047,0089 03:24:45,757.29,,1
674808131,00089M03:31:22.020,0089 03:24:46,757.26,,1
674808132,00089M03:31:22.993,0089 03:24:47,757.33,,1
674808133,00089M03:31:23.966,0089 03:24:48,757.35,,1
674808134,00089M03:31:24.940,0089 03:24:49,757.26,,1
674808135,00089M03:31:25.913,0089 03:24:50,757.29,,1
674808136,00089M03:31:26.886,0089 03:24:51,757.26,,1
674808137,00089M03:31:27.859,0089 03:24:52,757.31,,1
674808138,00089M03:31:28.833,0089 03:24:53,757.29,,1
674808139,00089M03:31:29.806,0089 03:24:54,757.31,,1
674808140,00089M03:31:30.779,0089 03:24:55,757.27,,1
674808141,00089M03:31:31.752,0089 03:24:56,757.28,,1
674808142,00089M03:31:32.726,0089 03:24:57,757.29,,1
674808143,00089M03:31:33.699,0089 03:24:58,757.26,,1
674808144,00089M03:31:34.672,0089 03:24:59,757.33,,1
674808145,00089M03:31:35.645,0089 03:25:00,757.31,,1
674808146,00089M03:31:36.619,0089 03:25:01,757.29,,1
674808147,00089M03:31:37.592,0089 03:25:02,757.28,,1
674808148,00089M03:31:38.565,0089 03:25:03,757.31,,1
674808149,00089M03:31:39.538,0089 03:25:04,757.30,,1
674808150,00089M03:31:40.512,0089 03:25:05,757.33,,1
674808151,00089M03:31:41.485,0089 03:25:06,757.28,,1
674808152,00089M03:31:42.458,0089 03:25:07,757.33,,1
674808153,00089M03:31:43.431,0089 03:25:08,757.31,,1
674808154,00089M03:31:44.405,0089 03:25:09,757.28,,1
674808155,00089M03:31:45.378,0089 03:25:10,757.33,,1
674808156,00089M03:31:46.351,0089 03:25:11,757.26,,1
674808157,00089M03:31:47.324,0089 03:25:12,757.28,,1
674808158,00089M03:31:48.298,0089 03:25:13,757.31,,1
674808159,00089M03:31:49.271,0089 03:25:14,757.31,,1
674808160,00089M03:31:50.244,0089 03:25:15,757.33,,1
674808161,00089M03:31:51.217,0089 03:25:16,757.30,,1
674808162,00089M03:31:52.191,0089 03:25:17,757.28,,1
674808163,00089M03:31:53.164,0089 03:25:18,757.37,,1
674808164,00089M03:31:54.137,0089 03:25:19,757.30,,1
674808165,00089M03:31:55.110,0089 03:25:20,757.26,,1
674808166,00089M03:31:56.084,0089 03:25:20,757.32,,1
674808167,00089M03:31:57.057,0089 03:25:21,757.30,,1
674808168,00089M03:31:58.030,0089 03:25:22,757.30,,1
674808169,00089M03:31:59.003,0089 03:25:23,757.28,,1
674808170,00089M03:31:59.977,0089 03:25:24,757.30,,1
674808171,00089M03:32:00.950,0089 03:25:25,757.32,,1
674808172,00089M03:32:01.923,0089 03:25:26,757.32,,1
674808173,00089M03:32:02.896,0089 03:25:27,757.28,,1
674808174,00089M03:32:03.870,0089 03:25:28,757.32,,1
674808175,00089M03:32:04.843,0089 03:25:29,757.26,,1
674808176,00089M03:32:05.816,0089 03:25:30,757.33,,1
674808177,00089M03:32:06.789,0089 03:25:31,757.30,,1
674808178,00089M03:32:07.763,0089 03:25:32,757.32,,1
674808179,00089M03:32:08.736,0089 03:25:33,757.30,,1
674808180,00089M03:32:09.709,0089 03:25:34,757.34,,1
674808181,00089M03:32:10.682,0089 03:25:35,757.32,,1
674808182,00089M03:32:11.656,0089 03:25:36,757.35,,1
674808183,00089M03:32:12.629,0089 03:25:37,757.35,,1
674808184,00089M03:32:13.602,0089 03:25:38,757.28,,1
674808185,00089M03:32:14.575,0089 03:25:39,757.30,,1
674808186,00089M03:32:15.549,0089 03:25:40,757.32,,1
674808187,00089M03:32:16.522,0089 03:25:41,757.32,,1
674808188,00089M03:32:17.495,0089 03:25:42,757.30,,1
674808189,00089M03:32:18.468,0089 03:25:43,757.34,,1
674808190,00089M03:32:19.442,0089 03:25:44,757.28,,1
674808191,00089M03:32:20.415,0089 03:25:45,757.35,,1
674808192,00089M03:32:21.388,0089 03:25:46,757.30,,1
674808193,00089M03:32:22.361,0089 03:25:47,757.34,,1
674808194,00089M03:32:23.335,0089 03:25:48,757.28,,1
674808195,00089M03:32:24.308,0089 03:25:49,757.32,,1
674808196,00089M03:32:25.281,0089 03:25:50,757.34,,1
674808197,00089M03:32:26.254,0089 03:25:51,757.28,,1
674808198,00089M03:32:27.228,0089 03:25:52,757.30,,1
674808199,00089M03:32:28.201,0089 03:25:53,757.33,,1
674808200,00089M03:32:29.174,0089 03:25:54,757.34,,1
674808201,00089M03:32:30.147,0089 03:25:55,757.30,,1
674808202,00089M03:32:31.121,0089 03:25:56,757.34,,1
674808203,00089M03:32:32.094,0089 03:25:57,757.28,,1
674808204,00089M03:32:33.067,0089 03:25:57,757.32,,1
674808205,00089M03:32:34.040,0089 03:25:58,757.32,,1
674808206,00089M03:32:35.014,0089 03:25:59,757.34,,1
674808207,00089M03:32:35.987,0089 03:26:00,757.34,,1
674808208,00089M03:32:36.960,0089 03:26:01,757.36,,1
674808209,00089M03:32:37.933,0089 03:26:02,757.34,,1
674808210,00089M03:32:38.907,0089 03:26:03,757.34,,1
674808211,00089M03:32:39.880,0089 03:26:04,757.34,,1
674808212,00089M03:32:40.853,0089 03:26:05,757.39,,1
674808213,00089M03:32:41.826,0089 03:26:06,757.32,,1
674808214,00089M03:32:42.800,0089 03:26:07,757.34,,1
674808215,00089M03:32:43.773,0089 03:26:08,757.36,,1
674808216,00089M03:32:44.746,0089 03:26:09,757.38,,1
674808217,00089M03:32:45.719,0089 03:26:10,757.36,,1
674808218,00089M03:32:46.693,0089 03:26:11,757.36,,1
674808219,00089M03:32:47.666,0089 03:26:12,757.38,,1
674808220,00089M03:32:48.639,0089 03:26:13,757.34,,1
674808221,00089M03:32:49.612,0089 03:26:14,757.39,,1
674808222,00089M03:32:50.586,0089 03:26:15,757.38,,1
674808223,00089M03:32:51.559,0089 03:26:16,757.32,,1
674808224,00089M03:32:52.532,0089 03:26:17,757.38,,1
674808225,00089M03:32:53.506,0089 03:26:18,757.36,,1
674808226,00089M03:32:54.479,0089 03:26:19,757.38,,1
674808227,00089M03:32:55.452,0089 03:26:20,757.38,,1
674808228,00089M03:32:56.425,0089 03:26:21,757.34,,1
674808229,00089M03:32:57.399,0089 03:26:22,757.34,,1
674808230,00089M03:32:58.372,0089 03:26:23,757.36,,1
674808231,00089M03:32:59.345,0089 03:26:24,757.36,,1
674808232,00089M03:33:00.318,0089 03:26:25,757.38,,1
674808233,00089M03:33:01.292,0089 03:26:26,757.45,,1
674808234,00089M03:33:02.265,0089 03:26:27,757.34,,1
674808235,00089M03:33:03.238,0089 03:26:28,757.40,,1
674808236,00089M03:33:04.211,0089 03:26:29,757.40,,1
674808237,00089M03:33:05.185,0089 03:26:30,757.36,,1
674808238,00089M03:33:06.158,0089 03:26:31,757.38,,1
674808239,00089M03:33:07.131,0089 03:26:32,757.40,,1
674808240,00089M03:33:08.104,0089 03:26:33,757.38,,1
674808241,00089M03:33:09.078,0089 03:26:33,757.42,,1
674808242,00089M03:33:10.051,0089 03:26:34,757.38,,1
674808243,00089M03:33:11.024,0089 03:26:35,757.36,,1
674808244,00089M03:33:11.997,0089 03:26:36,757.34,,1
674808245,00089M03:33:12.971,0089 03:26:37,757.36,,1
674808246,00089M03:33:13.944,0089 03:26:38,757.36,,1
674808247,00089M03:33:14.917,0089 03:26:39,757.38,,1
674808248,00089M03:33:15.890,0089 03:26:40,757.40,,1
674808249,00089M03:33:16.864,0089 03:26:41,757.34,,1
674808250,00089M03:33:17.837,0089 03:26:42,757.38,,1
674808251,00089M03:33:18.810,0089 03:26:43,757.38,,1
674808252,00089M03:33:19.783,0089 03:26:44,757.40,,1
674808253,00089M03:33:20.757,0089 03:26:45,757.36,,1
674808254,00089M03:33:21.730,0089 03:26:46,757.36,,1
674808255,00089M03:33:22.703,0089 03:26:47,757.40,,1
674808256,00089M03:33:23.676,0089 03:26:48,757.40,,1
674808257,00089M03:33:24.650,0089 03:26:49,757.40,,1
674808258,00089M03:33:25.623,0089 03:26:50,757.38,,1
674808259,00089M03:33:26.596,0089 03:26:51,757.40,,1
674808260,00089M03:33:27.569,0089 03:26:52,757.40,,1
674808261,00089M03:33:28.543,0089 03:26:53,757.40,,1
674808262,00089M03:33:29.516,0089 03:26:54,757.38,,1
674808263,00089M03:33:30.489,0089 03:26:55,757.36,,1
674808264,00089M03:33:31.462,0089 03:26:56,757.40,,1
674808265,00089M03:33:32.436,0089 03:26:57,757.40,,1
674808266,00089M03:33:33.409,0089 03:26:58,757.36,,1
